timestamp,applicationname
202210100938,com.sec.android.app.launcher
202210100938,com.sec.android.gallery3d
202210100939,com.sec.android.gallery3d
202210100940,com.sec.android.app.launcher
202210100940,com.sec.android.app.music
202210100940,com.sec.android.gallery3d
202210100941,com.sec.android.app.music
202210100942,com.sec.android.app.music
202210100943,com.sec.android.app.music
202210100944,com.sec.android.app.music
202210100945,com.sec.android.app.music
202210100946,com.sec.android.app.music
202210100947,com.sec.android.app.music
202210100948,com.sec.android.app.music
202210100949,com.sec.android.app.music
202210100950,com.sec.android.app.music
202210100951,com.google.android.permissioncontroller
202210100951,com.instagram.android
202210100951,com.lynxspa.prontotreno
202210100951,com.sec.android.app.launcher
202210100951,com.sec.android.app.music
202210100952,com.instagram.android
202210100953,com.instagram.android
202210100954,com.instagram.android
202210100954,com.sec.android.app.music
202210100955,com.sec.android.app.music
202210100956,com.sec.android.app.music
202210100957,com.sec.android.app.music
202210100958,com.sec.android.app.launcher
202210100958,com.sec.android.app.music
202210100959,com.openmove
202210100959,com.sec.android.app.launcher
202210100959,it.tndigit.mit
202210101000,com.facebook.katana
202210101000,com.openmove
202210101000,com.sec.android.app.launcher
202210101001,com.facebook.katana
202210101002,com.facebook.katana
202210101002,com.sec.android.app.launcher
202210101003,com.openmove
202210101003,com.sec.android.app.music
202210101003,it.tndigit.mit
202210101004,com.openmove
202210101004,com.sec.android.app.launcher
202210101004,com.sec.android.app.music
202210101004,it.unitn.disi.witmee.sensorlog
202210101005,com.sec.android.app.music
202210101006,com.sec.android.app.music
202210101007,com.sec.android.app.music
202210101008,com.sec.android.app.music
202210101009,com.sec.android.app.music
202210101010,com.sec.android.app.launcher
202210101010,com.sec.android.app.music
202210101010,com.whatsapp
202210101011,com.sec.android.app.music
202210101012,com.sec.android.app.music
202210101013,com.sec.android.app.music
202210101014,com.sec.android.app.music
202210101015,com.sec.android.app.music
202210101016,com.sec.android.app.music
202210101017,com.sec.android.app.music
202210101018,com.sec.android.app.music
202210101019,com.sec.android.app.music
202210101020,com.sec.android.app.music
202210101021,com.sec.android.app.music
202210101022,com.sec.android.app.music
202210101023,com.sec.android.app.music
202210101024,com.sec.android.app.music
202210101025,com.sec.android.app.music
202210101026,com.sec.android.app.launcher
202210101027,com.sec.android.app.launcher
202210101028,com.sec.android.app.launcher
202210101029,com.sec.android.app.launcher
202210101030,com.sec.android.app.launcher
202210101030,com.sec.android.app.music
202210101030,com.whatsapp
202210101031,com.sec.android.app.music
202210101032,com.sec.android.app.music
202210101033,com.sec.android.app.music
202210101034,com.sec.android.app.music
202210101035,com.sec.android.app.music
202210101036,com.sec.android.app.music
202210101037,com.sec.android.app.music
202210101038,com.sec.android.app.music
202210101039,com.sec.android.app.music
202210101040,com.sec.android.app.music
202210101041,com.sec.android.app.music
202210101042,com.sec.android.app.music
202210101043,com.sec.android.app.music
202210101044,com.sec.android.app.music
202210101045,com.sec.android.app.music
202210101046,com.sec.android.app.music
202210101047,com.sec.android.app.music
202210101048,com.sec.android.app.music
202210101049,com.sec.android.app.music
202210101050,com.sec.android.app.music
202210101051,com.sec.android.app.music
202210101052,com.sec.android.app.music
202210101053,com.sec.android.app.music
202210101054,com.sec.android.app.music
202210101055,com.sec.android.app.music
202210101056,com.sec.android.app.music
202210101057,com.whatsapp
202210101058,com.whatsapp
202210101059,com.whatsapp
202210101100,com.whatsapp
202210101101,com.whatsapp
202210101102,com.whatsapp
202210101103,com.whatsapp
202210101104,com.whatsapp
202210101105,com.whatsapp
202210101105,org.telegram.messenger
202210101106,com.sec.android.app.launcher
202210101106,com.whatsapp
202210101106,org.telegram.messenger
202210101107,com.sec.android.app.launcher
202210101108,com.sec.android.app.launcher
202210101108,it.unitn.disi.witmee.sensorlog
202210101109,it.unitn.disi.witmee.sensorlog
202210101110,com.google.android.youtube
202210101110,com.sec.android.app.launcher
202210101110,it.unitn.disi.witmee.sensorlog
202210101111,com.google.android.youtube
202210101112,com.google.android.youtube
202210101113,com.google.android.youtube
202210101113,com.whatsapp
202210101114,com.google.android.youtube
202210101114,com.whatsapp
202210101115,com.google.android.youtube
202210101116,com.google.android.youtube
202210101117,com.google.android.youtube
202210101118,com.google.android.youtube
202210101119,com.google.android.youtube
202210101120,com.google.android.youtube
202210101121,com.google.android.youtube
202210101122,com.google.android.youtube
202210101123,com.google.android.youtube
202210101124,com.google.android.youtube
202210101125,com.google.android.youtube
202210101126,com.google.android.youtube
202210101127,com.google.android.youtube
202210101128,com.google.android.youtube
202210101129,com.google.android.youtube
202210101130,com.google.android.youtube
202210101131,com.google.android.youtube
202210101132,com.google.android.youtube
202210101133,com.google.android.youtube
202210101134,com.google.android.youtube
202210101135,com.google.android.youtube
202210101136,com.google.android.youtube
202210101137,com.google.android.youtube
202210101138,com.google.android.youtube
202210101138,it.unitn.disi.witmee.sensorlog
202210101139,com.google.android.youtube
202210101140,com.google.android.youtube
202210101141,com.google.android.youtube
202210101142,com.google.android.youtube
202210101143,com.google.android.youtube
202210101144,com.google.android.youtube
202210101144,com.samsung.android.messaging
202210101145,com.google.android.youtube
202210101146,com.google.android.youtube
202210101147,com.google.android.youtube
202210101148,com.google.android.youtube
202210101149,com.google.android.youtube
202210101150,com.google.android.youtube
202210101151,com.google.android.youtube
202210101152,com.google.android.youtube
202210101153,com.google.android.youtube
202210101154,com.google.android.youtube
202210101155,com.google.android.youtube
202210101156,com.google.android.youtube
202210101157,com.google.android.youtube
202210101158,com.google.android.youtube
202210101159,com.google.android.youtube
202210101200,com.google.android.youtube
202210101201,com.google.android.youtube
202210101202,com.google.android.youtube
202210101203,com.google.android.youtube
202210101204,com.google.android.youtube
202210101205,com.google.android.youtube
202210101206,com.google.android.youtube
202210101207,com.google.android.youtube
202210101208,com.google.android.youtube
202210101209,com.google.android.youtube
202210101210,com.google.android.youtube
202210101211,com.google.android.youtube
202210101212,com.google.android.youtube
202210101213,com.google.android.youtube
202210101214,com.google.android.youtube
202210101215,com.google.android.youtube
202210101215,it.unitn.disi.witmee.sensorlog
202210101216,com.google.android.youtube
202210101216,it.unitn.disi.witmee.sensorlog
202210101217,com.google.android.youtube
202210101218,com.google.android.youtube
202210101219,com.google.android.youtube
202210101220,com.google.android.youtube
202210101221,com.google.android.youtube
202210101222,com.google.android.youtube
202210101223,com.google.android.youtube
202210101224,com.google.android.youtube
202210101225,com.google.android.youtube
202210101226,com.google.android.youtube
202210101227,com.google.android.youtube
202210101228,com.google.android.youtube
202210101229,com.google.android.youtube
202210101230,com.google.android.youtube
202210101230,it.unitn.disi.witmee.sensorlog
202210101231,com.google.android.youtube
202210101232,com.google.android.youtube
202210101233,com.google.android.youtube
202210101234,com.google.android.youtube
202210101235,com.google.android.youtube
202210101236,com.google.android.youtube
202210101237,com.google.android.youtube
202210101238,com.google.android.youtube
202210101239,com.google.android.youtube
202210101240,com.google.android.youtube
202210101241,com.google.android.youtube
202210101242,com.google.android.youtube
202210101243,com.google.android.youtube
202210101244,com.google.android.youtube
202210101245,com.google.android.youtube
202210101246,com.google.android.youtube
202210101247,com.google.android.youtube
202210101248,com.google.android.youtube
202210101249,com.google.android.youtube
202210101250,com.google.android.youtube
202210101251,com.google.android.youtube
202210101252,com.google.android.youtube
202210101253,com.google.android.youtube
202210101254,com.google.android.youtube
202210101255,com.google.android.youtube
202210101256,com.google.android.youtube
202210101257,com.google.android.youtube
202210101258,com.google.android.youtube
202210101259,com.google.android.youtube
202210101300,com.google.android.youtube
202210101301,com.google.android.youtube
202210101302,com.google.android.youtube
202210101302,com.sec.android.app.launcher
202210101302,it.unitn.disi.witmee.sensorlog
202210101303,com.whatsapp
202210101304,com.whatsapp
202210101305,com.whatsapp
202210101306,com.whatsapp
202210101307,com.whatsapp
202210101308,com.whatsapp
202210101309,com.whatsapp
202210101310,com.whatsapp
202210101311,com.whatsapp
202210101312,com.whatsapp
202210101313,com.whatsapp
202210101314,com.whatsapp
202210101315,com.whatsapp
202210101316,com.whatsapp
202210101317,com.whatsapp
202210101318,com.whatsapp
202210101319,com.whatsapp
202210101320,com.whatsapp
202210101321,com.whatsapp
202210101322,com.whatsapp
202210101323,com.whatsapp
202210101324,com.whatsapp
202210101325,com.whatsapp
202210101326,com.whatsapp
202210101327,com.whatsapp
202210101328,com.whatsapp
202210101329,com.sec.android.app.launcher
202210101329,com.whatsapp
202210101329,it.unitn.disi.witmee.sensorlog
202210101330,com.sec.android.app.clockpackage
202210101330,com.sec.android.app.launcher
202210101330,it.smartcommunitylab.orari.trento
202210101331,com.sec.android.app.launcher
202210101331,it.smartcommunitylab.orari.trento
202210101332,com.sec.android.app.launcher
202210101333,com.sec.android.app.launcher
202210101334,com.sec.android.app.launcher
202210101335,com.sec.android.app.launcher
202210101336,com.sec.android.app.launcher
202210101337,com.sec.android.app.launcher
202210101338,com.sec.android.app.launcher
202210101339,com.sec.android.app.launcher
202210101340,com.sec.android.app.launcher
202210101341,com.sec.android.app.launcher
202210101342,com.sec.android.app.launcher
202210101343,com.sec.android.app.launcher
202210101344,com.sec.android.app.launcher
202210101345,com.sec.android.app.launcher
202210101346,com.sec.android.app.launcher
202210101347,com.sec.android.app.launcher
202210101348,com.sec.android.app.launcher
202210101349,com.sec.android.app.launcher
202210101350,com.sec.android.app.launcher
202210101351,com.sec.android.app.launcher
202210101352,com.sec.android.app.launcher
202210101353,com.sec.android.app.launcher
202210101354,com.sec.android.app.launcher
202210101355,com.sec.android.app.launcher
202210101356,com.sec.android.app.launcher
202210101357,com.sec.android.app.launcher
202210101358,com.sec.android.app.launcher
202210101359,com.sec.android.app.launcher
202210101400,com.sec.android.app.launcher
202210101401,com.sec.android.app.launcher
202210101402,com.sec.android.app.launcher
202210101403,com.sec.android.app.launcher
202210101404,com.sec.android.app.launcher
202210101405,com.sec.android.app.launcher
202210101406,com.sec.android.app.launcher
202210101407,com.sec.android.app.launcher
202210101408,com.sec.android.app.launcher
202210101409,com.sec.android.app.launcher
202210101410,com.sec.android.app.launcher
202210101411,com.sec.android.app.launcher
202210101412,com.sec.android.app.launcher
202210101413,com.sec.android.app.launcher
202210101414,com.sec.android.app.launcher
202210101415,com.sec.android.app.launcher
202210101416,com.sec.android.app.launcher
202210101417,com.sec.android.app.launcher
202210101418,com.sec.android.app.launcher
202210101419,com.sec.android.app.launcher
202210101420,com.sec.android.app.launcher
202210101421,com.sec.android.app.launcher
202210101422,com.sec.android.app.launcher
202210101423,com.sec.android.app.launcher
202210101424,com.sec.android.app.launcher
202210101425,com.sec.android.app.launcher
202210101426,com.sec.android.app.launcher
202210101427,com.sec.android.app.launcher
202210101428,com.sec.android.app.launcher
202210101429,com.sec.android.app.launcher
202210101430,com.sec.android.app.launcher
202210101431,com.sec.android.app.launcher
202210101500,com.sec.android.app.clockpackage
202210101501,com.sec.android.app.clockpackage
202210101502,com.sec.android.app.clockpackage
202210101503,com.sec.android.app.clockpackage
202210101504,com.sec.android.app.clockpackage
202210101505,com.sec.android.app.clockpackage
202210101506,com.sec.android.app.clockpackage
202210101507,com.sec.android.app.clockpackage
202210101508,com.sec.android.app.clockpackage
202210101508,com.sec.android.app.launcher
202210101509,com.sec.android.app.clockpackage
202210101510,com.sec.android.app.clockpackage
202210101511,com.sec.android.app.clockpackage
202210101512,com.sec.android.app.clockpackage
202210101513,com.sec.android.app.clockpackage
202210101514,com.sec.android.app.clockpackage
202210101515,com.instagram.android
202210101515,com.sec.android.app.clockpackage
202210101515,com.whatsapp
202210101516,com.instagram.android
202210101517,com.instagram.android
202210101518,com.instagram.android
202210101519,com.instagram.android
202210101519,com.sec.android.app.launcher
202210101519,com.whatsapp
202210101520,com.whatsapp
202210101521,com.instagram.android
202210101521,com.whatsapp
202210101522,com.instagram.android
202210101523,com.instagram.android
202210101523,com.sec.android.app.launcher
202210101524,com.google.android.youtube
202210101525,com.google.android.youtube
202210101526,com.google.android.youtube
202210101527,com.google.android.youtube
202210101527,com.sec.android.app.launcher
202210101527,com.whatsapp
202210101528,com.sec.android.app.launcher
202210101528,com.whatsapp
202210101529,com.google.android.youtube
202210101530,com.google.android.youtube
202210101531,com.google.android.youtube
202210101532,com.google.android.youtube
202210101533,com.google.android.youtube
202210101534,com.google.android.youtube
202210101535,com.google.android.youtube
202210101536,com.google.android.youtube
202210101537,com.google.android.youtube
202210101538,com.google.android.youtube
202210101539,com.google.android.youtube
202210101540,com.google.android.youtube
202210101541,com.google.android.youtube
202210101541,it.unitn.disi.witmee.sensorlog
202210101542,com.google.android.youtube
202210101543,com.google.android.youtube
202210101544,com.google.android.youtube
202210101545,com.google.android.youtube
202210101546,com.google.android.youtube
202210101547,com.google.android.youtube
202210101548,com.google.android.youtube
202210101549,com.google.android.youtube
202210101550,com.google.android.youtube
202210101551,com.google.android.youtube
202210101552,com.google.android.youtube
202210101553,com.google.android.youtube
202210101554,com.google.android.youtube
202210101555,com.google.android.youtube
202210101556,com.google.android.youtube
202210101557,com.google.android.youtube
202210101558,com.google.android.youtube
202210101559,com.google.android.youtube
202210101600,com.google.android.youtube
202210101601,com.google.android.youtube
202210101602,com.google.android.youtube
202210101603,com.google.android.youtube
202210101604,com.google.android.youtube
202210101605,com.google.android.youtube
202210101606,com.google.android.youtube
202210101607,com.google.android.youtube
202210101608,com.google.android.youtube
202210101609,com.google.android.youtube
202210101610,com.google.android.youtube
202210101611,com.google.android.youtube
202210101612,com.google.android.youtube
202210101613,com.google.android.youtube
202210101614,com.google.android.youtube
202210101615,com.google.android.youtube
202210101616,com.google.android.youtube
202210101617,com.google.android.youtube
202210101618,com.google.android.youtube
202210101619,com.google.android.youtube
202210101620,com.google.android.youtube
202210101621,com.google.android.youtube
202210101621,com.sec.android.app.launcher
202210101621,it.tndigit.mit
202210101621,trentastico.geridea.com.trentastico
202210101622,it.tndigit.mit
202210101623,com.instagram.android
202210101623,it.unitn.disi.witmee.sensorlog
202210101624,com.instagram.android
202210101625,com.instagram.android
202210101626,com.instagram.android
202210101626,com.sec.android.app.launcher
202210101626,com.sec.android.app.music
202210101627,com.sec.android.app.music
202210101628,com.instagram.android
202210101628,com.sec.android.app.launcher
202210101628,com.sec.android.app.music
202210101628,com.whatsapp
202210101629,com.instagram.android
202210101629,com.sec.android.app.launcher
202210101629,com.sec.android.app.music
202210101629,it.tndigit.mit
202210101630,com.sec.android.app.launcher
202210101630,com.sec.android.app.music
202210101630,com.whatsapp
202210101630,it.tndigit.mit
202210101630,it.unitn.disi.witmee.sensorlog
202210101631,com.latuabancaperandroid
202210101631,com.sec.android.app.launcher
202210101631,it.tndigit.mit
202210101632,com.sec.android.app.launcher
202210101632,it.tndigit.mit
202210101632,it.unitn.unitrentoapp
202210101633,com.instagram.android
202210101634,com.instagram.android
202210101634,com.openmove
202210101634,com.sec.android.app.launcher
202210101635,com.openmove
202210101635,com.sec.android.app.launcher
202210101635,com.sec.android.app.music
202210101636,com.sec.android.app.music
202210101637,com.sec.android.app.music
202210101638,com.sec.android.app.launcher
202210101638,com.sec.android.app.music
202210101638,com.sec.android.gallery3d
202210101639,android
202210101639,com.android.chrome
202210101639,com.sec.android.app.launcher
202210101639,com.sec.android.app.music
202210101639,com.sec.android.gallery3d
202210101640,com.android.chrome
202210101640,com.sec.android.app.launcher
202210101641,com.sec.android.app.launcher
202210101641,com.sec.android.app.music
202210101642,com.sec.android.app.music
202210101643,com.sec.android.app.music
202210101644,com.sec.android.app.music
202210101645,com.sec.android.app.music
202210101646,com.sec.android.app.music
202210101647,com.sec.android.app.launcher
202210101647,com.sec.android.app.music
202210101647,it.tndigit.mit
202210101648,com.sec.android.app.launcher
202210101648,com.sec.android.app.music
202210101649,com.sec.android.app.music
202210101650,com.sec.android.app.music
202210101651,com.sec.android.app.music
202210101652,com.sec.android.app.music
202210101653,com.sec.android.app.music
202210101654,com.sec.android.app.music
202210101655,com.sec.android.app.launcher
202210101655,com.sec.android.app.music
202210101656,com.instagram.android
202210101656,com.sec.android.app.launcher
202210101656,it.tndigit.mit
202210101657,com.instagram.android
202210101658,com.instagram.android
202210101658,com.sec.android.app.launcher
202210101658,com.sec.android.app.music
202210101659,com.sec.android.app.launcher
202210101659,com.sec.android.app.music
202210101659,it.tndigit.mit
202210101700,com.instagram.android
202210101700,com.sec.android.app.launcher
202210101700,it.tndigit.mit
202210101700,trentastico.geridea.com.trentastico
202210101701,com.instagram.android
202210101701,com.sec.android.app.launcher
202210101701,it.unitn.disi.witmee.sensorlog
202210101702,com.instagram.android
202210101702,com.sec.android.app.launcher
202210101702,com.sec.android.app.music
202210101702,it.unitn.disi.witmee.sensorlog
202210101703,com.sec.android.app.music
202210101704,com.sec.android.app.music
202210101705,com.sec.android.app.music
202210101706,com.sec.android.app.music
202210101707,com.sec.android.app.launcher
202210101707,com.sec.android.app.music
202210101707,trentastico.geridea.com.trentastico
202210101708,com.sec.android.app.music
202210101709,com.sec.android.app.music
202210101709,trentastico.geridea.com.trentastico
202210101710,com.sec.android.app.launcher
202210101710,com.whatsapp
202210101710,trentastico.geridea.com.trentastico
202210101711,com.sec.android.app.launcher
202210101712,com.sec.android.app.launcher
202210101713,com.sec.android.app.launcher
202210101713,com.whatsapp
202210101714,com.whatsapp
202210101715,com.whatsapp
202210101716,com.sec.android.app.launcher
202210101716,com.whatsapp
202210101717,com.sec.android.app.launcher
202210101718,com.sec.android.app.launcher
202210101719,com.sec.android.app.launcher
202210101720,com.sec.android.app.launcher
202210101721,com.sec.android.app.launcher
202210101722,com.sec.android.app.launcher
202210101723,com.sec.android.app.launcher
202210101724,com.sec.android.app.launcher
202210101724,it.unitn.disi.witmee.sensorlog
202210101724,trentastico.geridea.com.trentastico
202210101725,com.sec.android.app.launcher
202210101725,it.unitn.disi.witmee.sensorlog
202210101726,com.sec.android.app.launcher
202210101727,com.sec.android.app.launcher
202210101728,com.sec.android.app.launcher
202210101729,com.sec.android.app.launcher
202210101730,com.sec.android.app.launcher
202210101731,com.sec.android.app.launcher
202210101731,com.whatsapp
202210101732,com.sec.android.app.launcher
202210101733,com.sec.android.app.launcher
202210101734,com.sec.android.app.launcher
202210101735,com.instagram.android
202210101735,com.sec.android.app.launcher
202210101736,com.instagram.android
202210101736,com.sec.android.app.launcher
202210101737,com.sec.android.app.launcher
202210101738,com.sec.android.app.launcher
202210101739,com.sec.android.app.launcher
202210101740,com.sec.android.app.launcher
202210101740,com.sec.android.gallery3d
202210101741,com.sec.android.app.launcher
202210101741,com.sec.android.gallery3d
202210101742,com.sec.android.app.launcher
202210101743,com.sec.android.app.launcher
202210101744,com.sec.android.app.launcher
202210101745,com.sec.android.app.launcher
202210101746,com.sec.android.app.launcher
202210101747,com.sec.android.app.launcher
202210101747,trentastico.geridea.com.trentastico
202210101748,com.sec.android.app.launcher
202210101748,trentastico.geridea.com.trentastico
202210101749,com.sec.android.app.launcher
202210101750,com.sec.android.app.launcher
202210101751,com.sec.android.app.launcher
202210101752,com.sec.android.app.launcher
202210101753,com.sec.android.app.launcher
202210101754,com.sec.android.app.launcher
202210101755,com.sec.android.app.launcher
202210101756,com.sec.android.app.launcher
202210101757,com.sec.android.app.launcher
202210101758,com.sec.android.app.launcher
202210101759,com.sec.android.app.launcher
202210101800,com.sec.android.app.launcher
202210101801,com.sec.android.app.launcher
202210101802,com.instagram.android
202210101802,com.sec.android.app.launcher
202210101803,com.instagram.android
202210101804,com.instagram.android
202210101805,com.instagram.android
202210101805,com.sec.android.app.launcher
202210101806,com.sec.android.app.launcher
202210101807,com.sec.android.app.launcher
202210101808,com.sec.android.app.launcher
202210101809,com.sec.android.app.launcher
202210101810,com.sec.android.app.launcher
202210101811,com.sec.android.app.launcher
202210101812,com.sec.android.app.launcher
202210101813,com.sec.android.app.launcher
202210101814,com.sec.android.app.launcher
202210101815,com.sec.android.app.launcher
202210101816,com.sec.android.app.launcher
202210101817,com.sec.android.app.launcher
202210101818,com.facebook.katana
202210101818,com.sec.android.app.launcher
202210101819,com.facebook.katana
202210101820,com.facebook.katana
202210102233,com.sec.android.app.launcher
202210102233,it.unitn.disi.witmee.sensorlog
202210102234,com.sec.android.app.launcher
202210102235,com.sec.android.app.launcher
202210102236,com.sec.android.app.launcher
202210102237,com.sec.android.app.launcher
202210102238,com.sec.android.app.launcher
202210102239,com.sec.android.app.launcher
202210102240,com.sec.android.app.launcher
202210102241,com.sec.android.app.launcher
202210102242,com.sec.android.app.launcher
202210102243,com.sec.android.app.launcher
202210102244,com.sec.android.app.launcher
202210102245,com.sec.android.app.launcher
202210102246,com.sec.android.app.launcher
202210102247,com.sec.android.app.launcher
202210102248,com.sec.android.app.launcher
202210102249,com.sec.android.app.launcher
202210102250,com.sec.android.app.launcher
202210102251,com.sec.android.app.launcher
202210102251,com.whatsapp
202210102251,it.unitn.disi.witmee.sensorlog
202210102252,android
202210102252,com.sec.android.app.clockpackage
202210102252,com.sec.android.app.launcher
202210102252,it.unitn.disi.witmee.sensorlog
202210102253,com.sec.android.app.launcher
202210102254,com.sec.android.app.launcher
202210102255,com.sec.android.app.launcher
202210102256,com.sec.android.app.launcher
202210102257,com.sec.android.app.launcher
202210102258,com.sec.android.app.launcher
202210102259,com.sec.android.app.launcher
202210102300,com.sec.android.app.launcher
202210102301,com.sec.android.app.launcher
202210102302,com.sec.android.app.launcher
202210102303,com.sec.android.app.launcher
202210102304,com.sec.android.app.launcher
202210102305,com.sec.android.app.launcher
202210102306,com.sec.android.app.launcher
202210102307,com.sec.android.app.launcher
202210102308,com.sec.android.app.launcher
202210102309,com.sec.android.app.launcher
202210102310,com.sec.android.app.launcher
202210102311,com.sec.android.app.launcher
202210102312,com.sec.android.app.launcher
202210102313,com.sec.android.app.launcher
202210102314,com.sec.android.app.launcher
202210102315,com.sec.android.app.launcher
202210102316,com.sec.android.app.launcher
202210102317,com.sec.android.app.launcher
202210102318,com.sec.android.app.launcher
202210102319,com.sec.android.app.launcher
202210102320,com.sec.android.app.launcher
202210102321,com.sec.android.app.launcher
202210102322,com.sec.android.app.launcher
202210102323,com.sec.android.app.launcher
202210102324,com.sec.android.app.launcher
202210102325,com.sec.android.app.launcher
202210102326,com.sec.android.app.launcher
202210102327,com.sec.android.app.launcher
202210102328,com.sec.android.app.launcher
202210102329,com.sec.android.app.launcher
202210102330,com.sec.android.app.launcher
202210102331,com.sec.android.app.launcher
202210102332,com.sec.android.app.launcher
202210102333,com.sec.android.app.launcher
202210102334,com.sec.android.app.launcher
202210102335,com.sec.android.app.launcher
202210102336,com.sec.android.app.launcher
202210102337,com.sec.android.app.launcher
202210102338,com.sec.android.app.launcher
202210102339,com.sec.android.app.launcher
202210102340,com.sec.android.app.launcher
202210102341,com.sec.android.app.launcher
202210102342,com.sec.android.app.launcher
202210102343,com.sec.android.app.launcher
202210102344,com.sec.android.app.launcher
202210102345,com.sec.android.app.launcher
202210102346,com.sec.android.app.launcher
202210102347,com.sec.android.app.launcher
202210102348,com.sec.android.app.launcher
202210102349,com.sec.android.app.launcher
202210102350,com.sec.android.app.launcher
202210102351,com.sec.android.app.launcher
202210102352,com.sec.android.app.launcher
202210102353,com.sec.android.app.launcher
202210102354,com.sec.android.app.launcher
202210110811,com.sec.android.app.launcher
202210110812,com.sec.android.app.launcher
202210110812,it.unitn.disi.witmee.sensorlog
202210110813,com.google.android.gm
202210110813,com.sec.android.app.launcher
202210110814,com.google.android.gm
202210110814,com.sec.android.app.launcher
202210110814,org.telegram.messenger
202210110815,com.instagram.android
202210110815,com.sec.android.app.launcher
202210110815,org.telegram.messenger
202210110816,com.instagram.android
202210110816,org.telegram.messenger
202210110817,com.instagram.android
202210110818,com.instagram.android
202210110819,com.instagram.android
202210110820,com.instagram.android
202210110820,org.telegram.messenger
202210110821,com.instagram.android
202210110821,org.telegram.messenger
202210110822,com.instagram.android
202210110823,com.instagram.android
202210110823,org.telegram.messenger
202210110824,com.instagram.android
202210110824,org.telegram.messenger
202210110825,com.instagram.android
202210110825,com.whatsapp
202210110825,org.telegram.messenger
202210110826,com.instagram.android
202210110827,com.instagram.android
202210110828,com.instagram.android
202210110829,com.instagram.android
202210110830,com.instagram.android
202210110830,it.unitn.disi.witmee.sensorlog
202210110831,com.instagram.android
202210110832,com.instagram.android
202210110833,com.instagram.android
202210110833,com.sec.android.app.launcher
202210110833,com.whatsapp
202210110834,com.facebook.katana
202210110834,com.instagram.android
202210110834,com.sec.android.app.launcher
202210110835,com.facebook.katana
202210110836,com.facebook.katana
202210110837,com.facebook.katana
202210110838,com.facebook.katana
202210110839,com.facebook.katana
202210110839,com.sec.android.app.launcher
202210110840,com.sec.android.app.launcher
202210110841,com.sec.android.app.launcher
202210110842,com.sec.android.app.launcher
202210110843,com.sec.android.app.launcher
202210110844,com.sec.android.app.launcher
202210110845,com.instagram.android
202210110845,com.sec.android.app.launcher
202210110846,com.instagram.android
202210110846,com.whatsapp
202210110847,com.sec.android.app.launcher
202210110847,com.whatsapp
202210110848,com.sec.android.app.launcher
202210110849,com.sec.android.app.launcher
202210110850,com.sec.android.app.launcher
202210110851,com.instagram.android
202210110851,com.sec.android.app.launcher
202210110852,com.instagram.android
202210110853,com.instagram.android
202210110853,com.whatsapp
202210110854,com.instagram.android
202210110854,com.sec.android.app.launcher
202210110855,com.sec.android.app.launcher
202210110856,com.android.chrome
202210110856,com.sec.android.app.launcher
202210110857,com.sec.android.app.launcher
202210110858,com.sec.android.app.launcher
202210110859,com.instagram.android
202210110859,com.sec.android.app.launcher
202210110900,com.instagram.android
202210110900,it.unitn.disi.witmee.sensorlog
202210110901,com.instagram.android
202210110901,it.unitn.disi.witmee.sensorlog
202210110902,com.instagram.android
202210110903,com.instagram.android
202210110904,com.instagram.android
202210110905,com.instagram.android
202210110906,com.instagram.android
202210110907,com.instagram.android
202210110908,com.instagram.android
202210110909,com.instagram.android
202210110910,com.instagram.android
202210110911,com.instagram.android
